amount,time,category,age,location,previous_trans,is_fraud
90.81,12,travel,39,San Diego,10,0
63.82,12,entertainment,55,Phoenix,17,0
24.86,16,electronics,67,Los Angeles,15,0
21.32,3,gas,83,San Diego,16,0
20.69,17,utilities,62,Phoenix,12,0
10.95,9,gas,25,Phoenix,19,0
230.09,2,electronics,82,San Antonio,20,0
22.49,11,entertainment,57,Philadelphia,11,0
142.68,0,gas,22,Chicago,14,0
205.53,10,utilities,62,San Antonio,12,0
109.72,17,electronics,63,New York,22,0
19.73,12,gas,53,Houston,17,0
53.76,16,dining,34,Houston,16,0
32.17,7,electronics,58,Philadelphia,11,0
11.2,19,entertainment,47,Philadelphia,12,0
48.87,18,utilities,69,San Jose,12,0
8.05,16,travel,37,San Diego,18,0
137.72,1,entertainment,53,New York,10,0
18.96,2,travel,83,San Antonio,13,0
42.16,2,utilities,62,Houston,12,0
46.52,5,electronics,21,Philadelphia,11,0
24.27,9,dining,67,San Jose,20,0
66.96,23,dining,72,Dallas,12,0
18.73,21,gas,76,Chicago,15,0
94.21,17,entertainment,59,San Diego,26,0
6.59,17,entertainment,19,Chicago,18,0
38.54,13,entertainment,63,Philadelphia,24,0
339.24,15,groceries,19,Los Angeles,13,0
9.97,6,dining,67,Dallas,19,0
14.68,0,dining,18,Los Angeles,13,0
61.36,16,utilities,30,Phoenix,21,0
41.08,22,groceries,87,Philadelphia,15,0
50.44,4,entertainment,39,Houston,17,0
59.56,0,entertainment,34,San Antonio,16,0
70.93,20,travel,76,San Antonio,13,0
125.42,16,gas,87,San Antonio,15,0
54.15,9,groceries,20,San Antonio,13,0
24.79,11,gas,87,San Jose,14,0
74.22,19,electronics,66,San Jose,20,0
323.71,1,gas,67,Dallas,10,0
28.24,22,dining,52,Los Angeles,18,0
10.28,15,utilities,40,Phoenix,14,0
125.02,14,electronics,89,San Jose,15,0
28.66,12,electronics,24,Dallas,16,0
2.44,17,utilities,67,Los Angeles,12,0
91.55,19,entertainment,27,Chicago,10,0
17.42,21,dining,72,San Antonio,18,0
29.71,13,travel,36,Dallas,14,0
49.32,17,entertainment,40,Chicago,12,0
41.62,1,gas,81,San Jose,13,0
77.58,1,entertainment,50,San Diego,14,0
19.64,2,groceries,83,San Diego,13,0
61.3,4,electronics,26,Houston,19,0
24.25,15,electronics,46,Philadelphia,14,0
80.36,21,dining,35,San Diego,15,0
69.3,14,gas,88,Dallas,21,0
10.78,11,electronics,46,Los Angeles,11,0
121.9,8,travel,78,New York,13,0
17.41,13,travel,22,Phoenix,10,0
87.33,20,gas,86,San Jose,16,0
51.46,15,travel,73,Chicago,21,0
300.61,10,utilities,69,Philadelphia,22,0
25.33,5,gas,32,New York,9,0
21.78,9,dining,37,Houston,11,0
32.35,7,travel,90,Philadelphia,16,0
23.02,15,groceries,33,Los Angeles,11,0
86.48,2,groceries,42,San Diego,10,0
4.76,1,entertainment,74,Houston,11,0
9.35,15,entertainment,38,Los Angeles,16,0
9.19,18,dining,22,New York,21,0
103.58,8,gas,26,San Diego,8,1
257.94,15,entertainment,28,San Jose,14,0
29.21,21,entertainment,82,New York,17,0
27.04,3,groceries,80,San Antonio,15,0
36.02,9,entertainment,43,San Antonio,17,0
133.52,18,groceries,36,Philadelphia,12,0
10.88,12,travel,33,San Diego,11,0
44.08,17,travel,73,San Jose,16,0
106.72,14,dining,85,New York,20,0
60.42,3,utilities,47,New York,14,0
41.57,8,entertainment,24,New York,16,0
110.09,3,travel,29,Philadelphia,11,0
1.29,15,travel,41,San Antonio,15,0
74.7,20,gas,39,San Jose,21,0
15.11,14,dining,64,Dallas,22,0
3.68,23,electronics,47,San Jose,16,0
61.16,1,electronics,77,Phoenix,17,0
172.15,13,dining,56,New York,15,0
28.08,2,groceries,37,Dallas,10,0
103.9,21,utilities,43,Phoenix,16,0
229.23,22,gas,66,Philadelphia,8,0
160.44,3,gas,86,Dallas,8,0
236.98,0,dining,59,Los Angeles,16,0
80.69,22,electronics,23,Chicago,22,0
36.25,8,utilities,70,San Antonio,21,0
4.84,16,travel,51,Chicago,13,0
24.65,13,dining,86,Los Angeles,10,0
12.04,16,groceries,27,San Antonio,13,0
448.15,0,utilities,45,San Diego,15,0
26.81,9,electronics,20,Dallas,10,0
38.39,22,travel,65,Los Angeles,15,0
64.19,15,dining,83,Los Angeles,15,0
34.89,18,gas,52,San Antonio,18,0
253.17,23,entertainment,69,Houston,12,0
15.69,2,gas,79,Phoenix,17,0
41.83,11,gas,69,New York,18,0
13.59,2,travel,64,Philadelphia,11,0
6.79,14,electronics,71,San Jose,12,0
15.89,16,dining,45,San Diego,11,0
31.68,17,electronics,40,New York,14,0
19.78,6,entertainment,52,Los Angeles,17,0
14.43,18,gas,49,San Antonio,12,0
6.13,6,travel,19,Los Angeles,23,0
29.97,4,utilities,33,Dallas,13,0
5.44,7,utilities,33,Philadelphia,12,0
82.44,20,travel,68,Phoenix,17,0
36.56,15,utilities,84,San Antonio,23,0
5.76,15,gas,71,San Jose,15,0
22.85,18,dining,37,San Diego,15,0
13.43,14,travel,50,Dallas,20,0
48.57,6,travel,25,Philadelphia,15,0
165.43,4,electronics,41,Phoenix,16,0
3.49,22,groceries,70,San Antonio,15,0
38.02,10,electronics,81,Los Angeles,19,0
27.33,9,utilities,75,San Diego,18,0
74.11,20,groceries,54,Houston,16,0
42.77,22,travel,29,New York,15,0
13.43,8,utilities,21,Chicago,12,0
22.58,0,entertainment,48,Dallas,15,0
12.74,19,utilities,55,Houston,11,0
120.45,0,groceries,54,San Jose,12,0
33.97,7,groceries,31,San Jose,12,0
324.22,2,travel,90,Chicago,18,0
30.79,1,dining,41,Houston,13,0
14.15,3,entertainment,27,Chicago,12,0
5.38,18,travel,55,Chicago,14,0
3.8,10,entertainment,60,Los Angeles,13,0
4.95,4,entertainment,54,Philadelphia,15,0
45.63,23,travel,59,San Jose,25,0
60.98,9,gas,49,Philadelphia,9,1
4.97,23,utilities,31,San Jose,14,0
96.94,22,electronics,21,Houston,25,0
18.55,7,entertainment,41,San Diego,21,0
39.49,12,gas,27,Philadelphia,19,0
229.22,4,groceries,33,San Diego,10,0
97.15,11,travel,56,Philadelphia,22,0
23.99,12,dining,35,Dallas,12,0
11.37,21,gas,42,Chicago,16,0
2.5,7,utilities,24,Chicago,8,0
13.97,14,gas,73,Los Angeles,22,0
25.7,12,entertainment,64,San Jose,18,0
10.13,0,dining,20,Philadelphia,14,0
28.29,21,gas,18,San Antonio,15,0
36.31,5,utilities,50,San Antonio,12,0
25.28,10,gas,88,Phoenix,14,0
15.18,12,travel,76,Philadelphia,17,0
40.54,20,dining,89,San Antonio,13,0
56.28,19,groceries,49,Los Angeles,13,0
8.95,0,entertainment,34,San Jose,12,0
180.03,10,entertainment,34,San Antonio,13,0
29.42,10,dining,38,New York,15,0
33.87,7,utilities,72,Philadelphia,7,0
77.47,21,travel,23,San Diego,12,0
43.81,2,gas,66,New York,19,0
103.93,18,gas,43,New York,13,0
46.74,11,electronics,49,Philadelphia,17,0
15.88,5,entertainment,89,Phoenix,8,0
51.1,22,gas,61,Chicago,12,0
8.39,7,groceries,76,San Jose,13,1
37.72,4,entertainment,46,San Jose,16,0
31.82,9,entertainment,34,San Antonio,12,0
25.8,21,electronics,35,San Antonio,13,0
28.38,15,electronics,57,San Antonio,16,0
3.46,11,travel,80,Philadelphia,15,0
17.14,16,gas,62,Houston,14,0
37.02,5,gas,20,Dallas,10,0
40.12,8,entertainment,20,Dallas,17,0
9.65,9,entertainment,55,San Antonio,24,0
151.24,19,utilities,90,San Antonio,12,0
11.71,13,utilities,57,San Diego,24,0
105.99,13,gas,85,Phoenix,14,0
55.29,16,dining,71,Dallas,8,0
15.25,15,dining,37,Philadelphia,18,0
278.77,3,groceries,32,San Antonio,14,0
7.91,1,gas,22,San Antonio,13,0
99.78,15,gas,56,Dallas,15,0
110.02,0,gas,57,San Antonio,7,0
14.81,2,groceries,24,Chicago,18,0
176.08,22,utilities,89,Philadelphia,9,0
24.53,10,dining,50,Philadelphia,18,0
46.83,15,gas,54,San Antonio,18,0
45.26,17,groceries,49,Philadelphia,16,0
28.19,14,entertainment,60,Houston,14,0
87.62,8,dining,80,Philadelphia,14,0
85.81,11,electronics,53,Chicago,17,0
4.06,17,dining,66,New York,13,0
158.41,4,entertainment,42,New York,14,0
4.5,23,utilities,83,Phoenix,9,0
114.33,7,travel,26,San Diego,14,0
128.0,2,travel,35,Chicago,19,0
8.94,1,utilities,39,Los Angeles,9,0
20.23,18,entertainment,32,San Diego,14,0
8.79,7,groceries,24,Dallas,16,0
25.59,1,dining,30,Dallas,22,0
22.88,18,dining,53,Los Angeles,16,0
84.4,0,groceries,33,San Diego,13,0
159.55,21,travel,58,Los Angeles,10,1
176.76,12,gas,38,San Antonio,13,0
16.87,22,gas,45,San Diego,9,0
25.76,19,utilities,34,New York,12,0
4.39,16,gas,82,San Diego,13,0
12.59,2,utilities,30,Chicago,12,0
105.41,8,gas,53,New York,18,0
230.14,4,electronics,75,San Antonio,15,0
7.53,5,travel,37,San Jose,16,0
16.27,3,utilities,69,Chicago,16,0
32.08,16,electronics,23,San Diego,13,0
46.35,20,groceries,40,Dallas,14,0
12.53,20,travel,59,Los Angeles,17,0
55.08,20,travel,41,New York,16,0
18.75,15,utilities,22,San Diego,21,0
32.55,15,utilities,49,San Jose,10,0
63.79,21,entertainment,63,Philadelphia,14,0
33.37,10,gas,34,San Jose,16,0
19.62,1,groceries,44,New York,14,0
29.03,16,groceries,85,Chicago,15,0
29.78,14,dining,40,Dallas,16,0
21.24,17,electronics,51,Dallas,14,0
24.27,9,electronics,38,Philadelphia,11,0
225.51,5,entertainment,39,Chicago,12,0
64.92,20,dining,82,San Diego,12,0
23.23,15,groceries,49,Philadelphia,19,0
76.43,4,gas,79,New York,6,0
22.19,11,gas,45,Philadelphia,14,0
135.33,5,gas,24,Phoenix,7,0
51.6,13,gas,71,San Diego,12,0
29.11,22,electronics,87,Los Angeles,13,0
56.67,15,groceries,31,San Antonio,12,0
5.03,6,gas,72,Philadelphia,14,0
8.57,1,groceries,75,New York,16,0
7.9,5,dining,61,San Diego,13,0
39.31,8,electronics,63,Philadelphia,16,0
264.81,6,utilities,31,Chicago,18,0
481.81,1,utilities,61,Phoenix,18,0
71.21,18,dining,58,San Antonio,17,0
60.4,7,electronics,90,Dallas,14,0
3.81,10,entertainment,19,Houston,21,0
17.27,3,travel,22,Los Angeles,17,0
12.87,15,dining,29,Chicago,8,0
15.72,17,groceries,64,San Antonio,19,0
27.06,12,dining,52,San Diego,11,0
18.79,4,travel,36,Phoenix,6,0
3.08,1,dining,80,Chicago,15,0
81.25,10,electronics,25,New York,15,0
9.14,0,groceries,40,San Jose,10,0
44.13,12,travel,30,New York,17,0
398.98,4,gas,40,Los Angeles,14,0
10.99,17,utilities,48,Phoenix,16,0
1.59,13,entertainment,47,Chicago,9,0
23.5,12,dining,59,San Antonio,15,0
124.11,6,dining,19,Los Angeles,14,0
347.24,7,travel,28,Los Angeles,13,0
7.57,17,entertainment,42,Chicago,16,0
60.1,6,dining,46,New York,9,0
18.95,19,utilities,39,Los Angeles,18,0
29.16,16,travel,36,Phoenix,10,0
790.93,15,electronics,90,Chicago,14,0
5.45,10,groceries,58,San Jose,20,0
44.9,18,utilities,55,Philadelphia,9,0
58.05,0,entertainment,46,Los Angeles,22,0
121.87,20,entertainment,39,San Diego,17,0
37.25,7,utilities,25,Houston,12,0
47.93,0,gas,64,Chicago,16,0
20.7,8,electronics,23,Phoenix,12,0
45.74,18,dining,24,San Diego,20,0
21.94,20,electronics,53,Dallas,14,0
69.82,8,dining,25,New York,11,0
21.25,20,dining,63,Houston,11,0
52.07,9,entertainment,81,Philadelphia,22,0
31.97,23,dining,48,Philadelphia,10,0
127.9,22,utilities,40,Dallas,15,0
31.13,10,gas,78,New York,11,0
3.94,0,dining,67,Phoenix,16,0
150.55,19,utilities,63,San Jose,16,0
11.17,7,groceries,60,New York,14,0
15.11,19,entertainment,27,Philadelphia,17,0
16.2,11,electronics,37,Dallas,10,0
172.32,0,travel,33,Houston,16,0
2.55,9,electronics,20,San Jose,18,0
1429.81,3,electronics,47,San Jose,10,1
117.6,14,gas,35,Dallas,10,0
43.29,18,travel,76,Chicago,14,0
31.0,5,gas,87,San Antonio,15,0
46.65,4,entertainment,52,Phoenix,12,1
61.89,4,dining,36,San Jose,15,0
71.83,17,groceries,43,New York,21,0
64.5,2,electronics,52,San Antonio,9,0
36.87,21,gas,89,San Diego,16,0
26.13,1,dining,74,Philadelphia,14,0
27.62,3,electronics,66,New York,17,0
26.21,17,entertainment,27,Dallas,21,0
129.09,8,entertainment,46,San Antonio,19,0
67.51,18,utilities,88,Philadelphia,12,0
0.97,9,entertainment,85,Houston,17,0
72.75,21,entertainment,41,Chicago,22,0
41.83,14,electronics,60,Houston,13,0
32.38,0,groceries,56,New York,13,0
20.78,10,gas,42,Dallas,17,0
127.6,13,electronics,85,Los Angeles,19,0
103.24,9,gas,51,Los Angeles,18,0
13.1,18,dining,70,Chicago,10,1
53.97,23,gas,72,New York,20,0
10.32,20,entertainment,70,San Jose,16,0
6.32,15,utilities,35,Chicago,14,0
15.61,7,groceries,24,Houston,10,0
93.21,1,utilities,80,Dallas,15,0
103.93,22,travel,59,Phoenix,8,0
61.3,6,utilities,28,Philadelphia,13,0
79.05,18,utilities,26,New York,17,0
61.52,6,dining,52,Chicago,16,0
15.34,14,entertainment,82,San Antonio,19,0
55.61,7,dining,22,San Antonio,11,0
86.53,13,entertainment,43,San Jose,21,0
81.87,0,dining,68,New York,22,0
137.92,12,entertainment,55,Dallas,15,0
77.48,2,gas,20,New York,12,0
50.49,20,entertainment,76,San Antonio,13,0
119.6,5,entertainment,30,Los Angeles,8,0
32.08,18,utilities,52,Dallas,15,0
11.49,14,travel,20,Dallas,12,0
27.23,3,entertainment,70,Dallas,14,0
13.55,20,travel,72,Houston,13,0
14.73,2,travel,62,Philadelphia,9,0
27.84,3,electronics,83,Los Angeles,19,0
12.8,4,electronics,84,Chicago,17,0
22.88,17,groceries,61,Philadelphia,19,0
3.41,9,gas,90,New York,13,0
42.77,7,dining,85,San Antonio,19,0
33.16,11,electronics,79,Los Angeles,15,0
12.42,21,entertainment,42,San Diego,13,0
73.05,2,travel,69,Phoenix,10,0
102.01,17,dining,67,San Antonio,12,0
4.81,22,groceries,18,San Diego,13,0
13.26,7,electronics,56,Chicago,16,0
13.16,0,utilities,69,Philadelphia,17,0
10.72,13,gas,57,Dallas,17,0
89.6,21,dining,77,Houston,20,0
26.24,22,groceries,90,San Jose,14,0
24.11,12,entertainment,86,San Antonio,23,0
2.99,11,dining,37,New York,16,0
70.99,2,travel,19,San Antonio,21,0
7.48,17,entertainment,26,Dallas,14,0
35.58,20,entertainment,56,San Jose,10,0
46.19,12,dining,47,San Diego,18,0
169.49,14,utilities,71,Houston,13,0
6.89,9,utilities,75,Chicago,19,0
0.88,0,dining,61,San Antonio,12,0
41.29,5,dining,60,New York,15,0
287.32,8,dining,27,San Diego,18,0
146.46,9,gas,65,New York,13,0
42.59,14,gas,34,San Antonio,20,0
18.36,8,travel,22,Philadelphia,19,0
87.23,22,electronics,87,San Jose,10,0
10.3,13,entertainment,81,San Diego,10,0
58.65,10,dining,83,Philadelphia,10,0
60.74,6,gas,88,Phoenix,10,0
118.19,23,electronics,21,Dallas,22,0
908.32,1,travel,45,Houston,26,1
53.03,13,entertainment,55,San Antonio,12,0
17.98,5,electronics,83,Philadelphia,15,0
32.11,4,entertainment,84,San Jose,20,0
3.96,4,utilities,77,Philadelphia,16,0
14.39,18,dining,64,Phoenix,6,0
20.26,18,utilities,42,Los Angeles,16,0
17.66,5,groceries,83,Houston,16,0
39.76,9,travel,84,New York,17,0
12.34,22,dining,86,Dallas,15,0
127.13,13,electronics,57,Dallas,11,0
33.12,16,entertainment,67,San Diego,15,0
32.75,2,gas,57,Houston,18,0
22.34,0,groceries,54,Phoenix,15,0
39.89,9,travel,86,New York,19,0
89.13,2,travel,34,Houston,17,1
11.7,4,travel,79,Houston,17,0
15.03,18,electronics,58,Phoenix,20,0
23.0,9,dining,59,Los Angeles,15,0
6.59,15,utilities,48,Los Angeles,11,0
12.39,0,groceries,50,Los Angeles,21,0
18.7,5,electronics,60,San Diego,14,0
94.56,8,entertainment,84,Los Angeles,16,0
45.38,4,electronics,55,Philadelphia,15,0
41.78,13,entertainment,58,Los Angeles,17,0
91.93,9,entertainment,80,San Diego,11,0
28.08,1,travel,57,New York,9,0
52.91,4,electronics,47,Los Angeles,15,0
29.26,0,utilities,64,Phoenix,16,0
45.53,9,entertainment,39,Philadelphia,11,0
16.46,21,gas,72,Dallas,11,0
1.77,8,travel,60,Philadelphia,18,0
28.19,2,utilities,78,San Diego,15,0
182.6,14,electronics,49,San Antonio,13,0
100.63,3,utilities,21,New York,13,0
105.48,12,electronics,62,Los Angeles,17,0
145.96,5,entertainment,89,Houston,18,0
36.83,19,groceries,37,New York,17,0
41.96,16,groceries,88,San Diego,21,0
15.78,22,dining,82,Houston,15,0
22.66,4,dining,77,San Antonio,21,0
69.33,14,entertainment,43,San Antonio,13,0
140.42,7,utilities,90,San Diego,14,0
28.01,4,electronics,40,Dallas,13,0
19.29,23,groceries,57,Dallas,14,0
33.14,12,electronics,19,San Antonio,18,0
68.13,0,entertainment,43,Dallas,11,0
5.86,0,utilities,79,Phoenix,23,0
2.11,6,gas,61,San Jose,21,0
17.1,21,electronics,48,Houston,17,0
7.65,4,utilities,43,Chicago,14,0
18.0,13,gas,22,Philadelphia,14,0
27.73,14,groceries,87,San Jose,13,0
19.22,20,electronics,52,Dallas,17,0
189.23,16,travel,33,Houston,18,0
49.01,23,groceries,48,Los Angeles,11,0
47.49,17,utilities,31,Chicago,9,0
69.87,6,entertainment,42,Chicago,9,0
8.44,21,travel,88,Los Angeles,11,0
115.23,17,dining,35,Dallas,16,0
30.24,18,electronics,67,Houston,17,0
74.04,19,dining,37,Chicago,13,0
9.15,6,groceries,73,San Jose,14,0
5.13,7,electronics,19,Philadelphia,22,0
88.36,12,electronics,43,San Diego,17,0
52.02,17,travel,40,San Diego,19,0
11.22,23,travel,49,San Jose,16,0
11.66,10,travel,30,Philadelphia,8,0
127.81,8,travel,30,Phoenix,14,0
7.95,22,entertainment,34,San Antonio,15,0
237.75,0,utilities,75,Chicago,15,0
11.24,21,travel,44,San Jose,16,0
71.24,7,groceries,34,Los Angeles,9,0
22.32,20,electronics,55,San Diego,13,0
68.29,11,dining,31,Dallas,17,0
17.24,1,travel,31,Philadelphia,12,0
27.24,14,groceries,29,Houston,17,0
34.78,20,entertainment,86,Philadelphia,14,1
9.95,23,groceries,85,San Antonio,9,0
80.56,17,dining,72,San Diego,14,0
17.89,16,dining,80,Chicago,20,0
25.17,14,groceries,46,Philadelphia,22,0
10.04,19,entertainment,62,San Jose,18,0
1.53,19,dining,21,Philadelphia,20,0
26.33,8,entertainment,33,San Jose,14,0
598.93,2,electronics,83,San Antonio,18,1
84.9,19,travel,40,Houston,14,0
32.36,18,dining,85,Philadelphia,21,1
24.16,17,groceries,37,Los Angeles,14,0
34.02,19,utilities,34,San Diego,9,0
63.85,7,utilities,69,Chicago,16,0
8.03,0,gas,23,Dallas,16,1
126.11,23,electronics,56,San Diego,16,0
78.14,23,utilities,51,Philadelphia,11,0
78.4,14,electronics,71,San Jose,22,0
56.05,18,travel,82,Los Angeles,12,0
33.9,9,gas,46,San Diego,15,0
74.25,11,electronics,58,Philadelphia,17,0
67.37,5,entertainment,80,New York,9,0
21.65,12,entertainment,49,Philadelphia,15,0
16.64,3,gas,83,Phoenix,12,0
37.42,12,entertainment,62,Philadelphia,12,0
212.47,16,dining,34,New York,14,0
7.49,0,entertainment,60,Houston,23,0
5.69,4,entertainment,83,San Antonio,11,0
40.35,23,entertainment,85,Phoenix,16,0
35.2,16,entertainment,51,Philadelphia,15,0
40.77,17,dining,18,Los Angeles,20,0
44.38,6,entertainment,40,San Diego,19,0
25.33,15,entertainment,23,San Jose,15,0
197.91,7,travel,33,Houston,8,0
4.85,11,dining,19,Philadelphia,17,0
12.25,13,entertainment,44,Chicago,13,0
29.26,18,electronics,36,Dallas,19,0
4.61,10,gas,45,San Diego,11,0
26.82,11,travel,52,Philadelphia,11,0
243.17,12,dining,85,Dallas,19,0
33.96,7,utilities,66,San Jose,14,0
43.68,0,groceries,24,Dallas,18,1
7.3,8,dining,54,Los Angeles,13,0
15.81,1,gas,42,Dallas,13,0
21.11,13,travel,58,San Diego,15,0
22.62,12,entertainment,79,Los Angeles,19,0
154.16,15,travel,58,Dallas,12,0
64.67,1,groceries,31,Phoenix,13,0
8.73,3,groceries,71,Dallas,12,0
44.51,11,dining,19,Chicago,16,0
60.21,15,entertainment,65,Houston,20,0
130.08,9,entertainment,68,New York,12,0
220.67,2,electronics,72,Phoenix,20,0
9.8,3,groceries,29,San Antonio,8,0
12.52,5,entertainment,86,San Antonio,15,0
7.32,22,groceries,18,Philadelphia,17,0
25.01,4,electronics,76,Philadelphia,12,0
57.95,17,utilities,90,San Diego,17,0
108.29,2,groceries,51,San Jose,17,0
30.23,9,electronics,63,Dallas,16,0
22.56,10,electronics,76,Houston,17,0
39.73,18,gas,83,Houston,17,0
12.16,13,electronics,36,San Diego,15,0
406.44,20,travel,45,Phoenix,11,0
4.81,10,dining,57,San Jose,19,0
41.33,20,entertainment,74,Dallas,12,0
375.53,3,groceries,68,Philadelphia,10,0
33.39,23,dining,39,Dallas,7,0
26.36,21,travel,85,Houston,13,0
21.56,5,groceries,25,New York,15,0
26.67,16,dining,77,Houston,14,0
171.99,21,travel,82,Dallas,14,0
2.33,18,entertainment,53,San Antonio,14,0
208.54,12,electronics,88,Philadelphia,14,0
6.0,21,dining,46,Los Angeles,12,0
24.05,9,dining,82,Houston,16,0
19.78,10,groceries,73,New York,13,0
67.11,5,electronics,21,Chicago,8,0
4.87,1,gas,89,Los Angeles,14,0
57.66,0,entertainment,67,Houston,13,0
375.84,10,groceries,56,Houston,14,0
6.45,15,utilities,52,Dallas,23,0
41.58,2,utilities,42,San Antonio,14,0
14.96,4,utilities,61,Chicago,20,0
55.21,14,entertainment,64,San Antonio,18,0
33.89,14,utilities,57,San Diego,11,0
15.34,3,dining,48,San Antonio,18,0
59.47,22,gas,86,San Diego,18,0
288.65,3,groceries,60,Dallas,18,0
26.34,7,gas,72,New York,15,0
78.55,6,gas,33,San Jose,14,0
7.02,16,gas,85,Philadelphia,15,0
10.51,14,dining,86,Houston,13,0
58.37,4,utilities,59,New York,15,0
196.55,12,gas,58,Los Angeles,16,0
50.74,3,gas,67,San Jose,18,0
22.74,21,groceries,23,Houston,14,0
33.09,16,dining,70,New York,10,0
7.39,21,entertainment,34,Philadelphia,20,0
68.4,16,electronics,74,New York,15,0
95.47,13,dining,84,Dallas,15,0
19.25,13,travel,33,San Jose,16,0
18.84,16,utilities,69,Chicago,16,0
45.56,7,travel,51,New York,18,0
19.61,1,electronics,37,Philadelphia,12,0
30.59,12,entertainment,73,Philadelphia,19,0
411.44,21,dining,68,San Antonio,12,0
24.62,15,entertainment,70,San Antonio,13,0
21.54,15,electronics,66,San Jose,18,0
15.23,5,travel,21,Houston,14,1
80.89,21,dining,35,Phoenix,10,0
26.64,23,utilities,53,Chicago,13,0
15.19,3,groceries,52,Philadelphia,9,0
161.67,2,gas,47,San Antonio,15,0
181.91,5,entertainment,80,Dallas,13,0
16.11,3,electronics,38,Dallas,15,0
3.53,17,dining,69,Phoenix,16,0
110.94,5,travel,86,Houston,11,0
14.56,4,utilities,58,San Antonio,15,0
85.52,8,travel,71,Chicago,10,0
3.11,10,utilities,47,Houston,9,0
96.65,5,dining,73,Dallas,12,0
7.74,15,groceries,58,Phoenix,15,0
79.59,18,groceries,31,San Jose,20,0
33.69,10,gas,38,San Antonio,12,0
10.54,20,electronics,42,Los Angeles,17,0
20.32,14,electronics,67,Dallas,28,0
75.46,23,utilities,70,Phoenix,19,0
37.6,8,utilities,65,Phoenix,13,0
66.77,23,utilities,87,Houston,11,0
354.86,18,utilities,65,San Diego,14,0
5.07,18,gas,21,Houston,13,0
230.59,23,dining,41,Los Angeles,24,0
37.53,8,dining,48,Phoenix,18,0
11.26,22,groceries,46,Chicago,18,0
6.71,3,electronics,22,Houston,17,0
26.39,9,gas,84,Chicago,15,0
100.08,8,electronics,70,San Antonio,10,0
28.42,18,entertainment,81,Philadelphia,15,0
203.04,14,electronics,52,Los Angeles,10,0
5.8,18,electronics,29,San Diego,16,0
32.64,1,travel,64,Phoenix,16,0
7.37,9,travel,72,Philadelphia,22,0
51.23,18,gas,86,San Diego,11,0
95.99,16,entertainment,55,San Antonio,10,0
19.99,19,utilities,46,Chicago,16,0
1.45,23,entertainment,29,Los Angeles,12,0
42.04,20,entertainment,36,Chicago,13,0
55.93,1,groceries,26,San Diego,16,0
53.79,18,dining,46,Houston,10,0
145.9,16,electronics,20,San Diego,17,0
9.16,17,groceries,47,Houston,18,0
74.91,16,gas,75,San Antonio,13,0
138.52,1,dining,70,Philadelphia,20,0
3.92,18,gas,21,San Jose,13,0
48.6,0,electronics,74,New York,13,0
18.08,10,gas,71,San Diego,13,0
30.03,9,entertainment,45,Philadelphia,17,0
50.26,4,electronics,33,Los Angeles,18,0
18.45,15,utilities,30,Phoenix,14,0
14.72,23,utilities,89,Los Angeles,17,0
34.5,4,entertainment,73,San Jose,22,0
8.98,23,gas,70,San Antonio,9,0
9.0,22,travel,65,San Jose,15,0
74.83,11,utilities,42,Philadelphia,16,0
8.34,3,entertainment,83,San Antonio,17,0
73.67,22,groceries,47,Philadelphia,14,0
57.69,5,travel,20,San Jose,18,0
4.17,18,utilities,40,New York,16,0
14.69,8,entertainment,46,Chicago,13,0
138.79,11,entertainment,58,San Jose,14,0
10.2,14,groceries,28,Los Angeles,9,0
18.97,15,groceries,38,New York,11,0
57.65,12,travel,41,New York,13,0
84.78,20,dining,82,Houston,11,0
24.49,23,utilities,18,New York,14,0
16.17,6,entertainment,71,Los Angeles,18,0
182.52,22,travel,89,New York,13,0
266.85,19,gas,51,Philadelphia,16,0
107.19,3,travel,85,Houston,19,0
36.69,10,gas,46,San Diego,27,0
12.55,7,groceries,20,Phoenix,12,0
12.22,5,entertainment,28,San Jose,17,0
61.99,9,electronics,25,Phoenix,16,0
54.71,6,dining,79,San Diego,13,0
178.02,6,dining,50,San Jose,12,0
72.28,3,groceries,25,Philadelphia,17,0
5.45,2,gas,42,Philadelphia,6,0
117.02,23,entertainment,43,Chicago,13,0
10.0,6,travel,43,Philadelphia,15,0
20.89,3,dining,34,San Jose,17,0
44.71,12,travel,46,San Antonio,12,0
363.14,19,utilities,60,Los Angeles,14,0
1382.85,16,electronics,90,Chicago,18,0
68.58,6,groceries,22,Philadelphia,16,0
26.58,16,gas,67,San Jose,19,0
62.89,3,dining,73,Dallas,12,0
96.08,10,utilities,80,Dallas,7,0
22.54,2,utilities,74,San Diego,12,0
285.5,10,electronics,62,San Diego,15,0
43.64,2,groceries,54,Dallas,18,0
60.18,11,groceries,89,Dallas,15,0
73.63,0,travel,53,San Jose,12,0
54.92,3,groceries,50,Dallas,11,0
90.62,13,utilities,23,Phoenix,15,0
15.79,0,travel,88,Philadelphia,18,0
16.95,13,groceries,62,Phoenix,13,0
8.84,12,gas,24,New York,12,0
56.11,12,gas,82,Houston,15,0
84.33,23,electronics,41,New York,10,1
57.36,14,utilities,62,New York,16,0
247.0,16,entertainment,78,Chicago,17,0
32.89,11,electronics,36,San Antonio,16,0
73.88,21,electronics,49,New York,15,0
8.93,22,groceries,47,San Antonio,17,0
20.81,13,travel,82,San Jose,11,0
76.3,11,travel,49,San Jose,14,0
91.74,17,gas,74,New York,12,0
