amount,time,category,age,location,previous_trans,is_fraud
19.44,19,groceries,87,Dallas,20,0
11.66,21,utilities,85,San Antonio,20,0
9.85,3,utilities,39,San Jose,22,1
22.34,10,travel,23,San Diego,14,0
15.56,16,travel,43,Philadelphia,19,0
90.38,6,electronics,20,Dallas,26,0
1.42,13,electronics,69,Philadelphia,26,0
59.83,10,groceries,77,San Antonio,13,0
69.83,21,utilities,80,San Antonio,23,0
2.53,8,groceries,82,Dallas,20,0
14.26,22,groceries,69,San Diego,17,0
13.85,12,utilities,31,New York,15,0
4.92,22,gas,89,Houston,24,0
9.23,17,electronics,85,San Antonio,22,0
6.62,10,dining,45,San Diego,28,0
115.85,14,dining,88,San Antonio,17,0
51.2,21,dining,27,Chicago,12,0
71.63,18,utilities,74,Houston,13,0
41.33,0,entertainment,83,San Antonio,26,0
6.49,3,entertainment,67,San Diego,21,0
11.89,13,entertainment,31,San Antonio,17,0
32.77,13,travel,33,Philadelphia,19,0
5.92,2,electronics,71,Dallas,20,0
40.98,16,electronics,60,Dallas,13,0
15.79,2,gas,59,San Antonio,15,0
13.81,15,gas,39,San Diego,23,0
40.89,13,travel,85,Philadelphia,20,0
31.32,19,groceries,36,New York,25,0
14.0,12,gas,83,New York,19,0
64.03,14,dining,56,Philadelphia,28,0
6.81,13,entertainment,90,Los Angeles,17,0
37.19,23,dining,36,San Diego,18,0
36.35,18,entertainment,33,New York,12,0
14.74,5,dining,71,Los Angeles,16,0
27.83,9,groceries,42,San Diego,19,0
5.75,14,dining,35,Philadelphia,20,0
50.6,20,dining,40,San Jose,20,0
16.69,21,utilities,28,Los Angeles,13,0
11.91,19,dining,56,Los Angeles,16,0
57.34,5,utilities,85,San Antonio,29,0
9.93,22,electronics,42,Phoenix,20,0
4.91,9,travel,80,Phoenix,25,0
4.23,6,dining,47,San Diego,24,0
36.82,21,electronics,62,San Antonio,20,0
5.58,16,gas,78,Dallas,15,0
116.14,17,gas,68,Houston,19,0
2.5,16,utilities,26,San Jose,20,0
109.56,8,dining,19,Houston,23,0
24.8,9,dining,22,Los Angeles,30,0
18.23,9,groceries,79,Chicago,27,0
11.65,6,electronics,86,New York,20,0
29.94,15,entertainment,69,New York,15,0
19.34,17,entertainment,22,San Antonio,15,0
60.54,5,groceries,76,Phoenix,15,0
22.52,19,utilities,85,Chicago,24,0
23.34,0,entertainment,26,San Antonio,27,0
13.96,0,entertainment,39,Los Angeles,23,0
18.97,11,gas,44,Chicago,19,0
27.32,20,gas,27,New York,12,0
3.63,1,travel,78,San Diego,24,1
5.22,3,electronics,68,Los Angeles,24,1
42.24,16,utilities,27,San Antonio,16,0
23.83,3,dining,23,Dallas,24,0
16.71,10,electronics,79,Philadelphia,25,0
20.46,21,utilities,22,Los Angeles,20,0
28.43,3,entertainment,87,Los Angeles,15,0
11.71,0,travel,80,Dallas,12,1
9.22,6,electronics,73,San Jose,20,0
24.43,17,entertainment,76,San Diego,14,0
7.55,8,utilities,80,Dallas,16,0
30.21,2,electronics,76,Houston,16,0
3.66,7,dining,68,Houston,22,0
56.21,23,electronics,67,Los Angeles,24,0
32.22,18,entertainment,21,San Jose,14,0
25.95,3,electronics,65,New York,26,0
53.66,17,dining,49,San Jose,14,0
106.22,19,travel,68,Houston,22,0
55.39,10,travel,69,San Jose,19,0
3.19,13,entertainment,51,San Jose,17,0
5.59,17,utilities,53,San Diego,14,0
10.75,15,entertainment,87,Los Angeles,14,1
20.62,2,travel,60,San Diego,18,1
33.71,14,groceries,33,New York,18,0
9.72,3,groceries,76,New York,15,1
24.21,4,electronics,70,Houston,15,0
9.44,16,dining,36,San Antonio,14,0
10.9,6,gas,58,Dallas,17,0
4.92,15,gas,64,Phoenix,13,0
7.98,13,gas,71,Los Angeles,30,0
5.2,15,electronics,72,San Antonio,22,0
7.57,6,groceries,36,Los Angeles,12,1
57.61,8,travel,79,Dallas,26,0
7.77,3,electronics,76,Dallas,24,1
279.33,21,gas,82,Chicago,25,0
32.89,10,gas,85,San Diego,17,0
24.16,1,entertainment,45,Houston,29,0
8.51,11,gas,35,Chicago,17,0
40.46,11,dining,43,New York,25,0
11.3,3,gas,36,Phoenix,18,0
22.69,17,entertainment,72,Houston,13,0
259.84,20,gas,74,New York,20,0
18.25,6,dining,23,San Jose,28,0
63.39,0,travel,18,San Diego,24,0
9.94,22,electronics,25,San Diego,20,0
19.39,12,dining,68,San Diego,24,0
118.01,5,entertainment,42,Chicago,21,0
10.73,5,electronics,64,Philadelphia,21,0
123.03,11,electronics,72,San Antonio,21,0
40.76,7,entertainment,81,Dallas,23,0
11.44,23,groceries,27,Phoenix,33,0
37.8,21,gas,73,Dallas,30,0
53.12,18,dining,29,Philadelphia,22,0
37.41,4,entertainment,50,San Jose,18,1
4.18,17,travel,88,San Jose,23,0
9.71,4,utilities,34,San Jose,21,0
15.68,9,entertainment,78,Houston,28,0
18.64,0,gas,27,New York,23,0
37.36,9,gas,48,New York,22,0
23.99,4,electronics,77,San Jose,17,1
5.28,11,electronics,87,Phoenix,18,0
29.38,21,entertainment,34,Chicago,27,0
36.99,6,utilities,67,Phoenix,26,0
35.16,8,entertainment,54,Phoenix,18,0
59.19,21,utilities,79,New York,15,0
46.24,20,utilities,89,San Diego,23,0
31.79,11,gas,46,Phoenix,16,0
18.72,22,gas,49,Phoenix,21,0
3.82,0,gas,28,Dallas,13,0
30.86,10,travel,23,San Diego,18,0
24.72,20,gas,52,New York,17,0
26.35,14,dining,50,Chicago,12,0
5.6,1,electronics,35,San Antonio,12,0
6.81,19,electronics,54,New York,16,0
57.58,6,utilities,30,New York,16,0
19.31,20,electronics,81,Phoenix,23,0
39.71,11,groceries,18,Dallas,24,0
20.66,21,utilities,80,Philadelphia,18,0
20.69,17,electronics,51,San Jose,26,0
51.33,2,groceries,27,Los Angeles,28,0
11.99,6,travel,24,Dallas,28,0
22.11,10,electronics,73,Philadelphia,13,0
12.65,17,groceries,54,Phoenix,19,0
13.01,11,entertainment,46,Phoenix,20,0
14.74,5,dining,29,Chicago,31,0
25.08,4,entertainment,34,Philadelphia,26,0
12.44,0,groceries,65,Houston,20,0
70.51,11,utilities,43,San Jose,19,0
8.21,10,gas,29,Los Angeles,25,0
16.66,3,gas,38,Chicago,11,0
12.94,17,gas,59,Dallas,24,0
85.37,3,utilities,78,Dallas,21,1
24.45,16,electronics,75,Philadelphia,26,0
56.36,1,gas,71,San Jose,18,1
4.55,23,entertainment,51,San Jose,15,0
26.23,21,utilities,24,Dallas,19,0
48.89,1,utilities,52,Houston,20,0
21.81,11,gas,32,Phoenix,21,0
58.29,5,entertainment,82,San Jose,17,0
11.97,9,travel,42,Philadelphia,16,0
82.22,22,utilities,76,Dallas,20,0
200.12,20,gas,23,Phoenix,22,0
13.97,22,dining,69,San Diego,23,0
12.86,15,groceries,38,New York,20,0
85.92,13,electronics,88,Phoenix,19,1
97.47,6,utilities,49,San Jose,24,0
11.91,18,dining,70,New York,20,0
13.19,22,dining,76,San Jose,18,0
15.15,16,utilities,86,Philadelphia,14,0
5.24,8,travel,79,San Antonio,20,0
8.02,12,groceries,21,Phoenix,19,0
7.36,21,electronics,35,New York,24,0
9.32,4,utilities,73,Philadelphia,21,0
19.4,22,electronics,41,San Jose,25,0
25.39,4,entertainment,83,Phoenix,20,0
94.68,9,dining,30,Philadelphia,15,0
7.4,20,dining,79,San Jose,13,0
53.75,9,utilities,71,San Antonio,24,0
16.22,6,utilities,32,San Antonio,20,0
19.12,14,entertainment,86,Los Angeles,18,0
39.44,6,travel,20,Chicago,22,0
6.54,14,utilities,54,Philadelphia,20,0
29.44,2,dining,54,Chicago,16,0
23.72,18,electronics,20,Los Angeles,24,0
32.87,9,groceries,80,Houston,26,0
26.82,14,gas,52,Phoenix,18,0
234.0,2,electronics,69,San Jose,19,0
10.61,5,travel,45,Dallas,18,0
11.81,11,groceries,35,Chicago,22,0
10.77,14,electronics,53,Chicago,26,0
11.53,5,electronics,50,Philadelphia,15,0
10.62,12,entertainment,81,Phoenix,21,0
65.96,18,gas,43,Philadelphia,17,0
83.14,2,travel,65,San Antonio,23,0
11.35,7,dining,57,Chicago,20,0
8.74,7,entertainment,34,Phoenix,24,0
32.18,22,groceries,57,San Diego,24,0
11.56,19,gas,24,Houston,26,0
37.82,14,dining,74,San Jose,25,0
24.6,3,entertainment,25,Los Angeles,16,0
4.41,18,gas,73,Houston,18,0
94.4,20,travel,48,Los Angeles,20,0
121.01,2,utilities,76,Chicago,22,0
10.88,12,utilities,75,Houston,18,0
13.63,7,groceries,29,Houston,14,0
26.73,22,utilities,65,San Jose,14,0
28.06,15,entertainment,48,Dallas,22,0
38.8,12,groceries,80,San Jose,20,0
149.94,2,dining,56,Philadelphia,15,0
16.83,15,travel,37,Dallas,15,0
9.04,8,groceries,65,Houston,19,0
5.06,13,dining,88,Dallas,20,0
9.67,12,groceries,71,Dallas,23,0
19.43,20,electronics,88,Philadelphia,24,1
120.85,6,electronics,46,Phoenix,18,1
11.97,14,groceries,90,Chicago,30,0
25.12,6,gas,65,Phoenix,25,0
19.76,5,utilities,73,Chicago,24,0
65.92,1,electronics,34,Phoenix,15,0
251.37,8,gas,26,Phoenix,14,0
11.81,21,gas,51,Los Angeles,16,0
12.31,23,travel,62,Dallas,20,0
57.06,16,dining,26,San Antonio,27,0
39.72,4,entertainment,24,Philadelphia,21,0
127.32,11,electronics,33,Phoenix,17,0
36.01,0,groceries,36,Houston,19,0
14.02,9,utilities,23,San Diego,21,0
36.26,10,entertainment,28,Los Angeles,20,0
60.87,15,dining,78,San Diego,28,0
45.63,13,gas,59,New York,15,0
33.36,7,dining,30,San Jose,21,0
58.36,23,electronics,29,New York,18,0
64.67,16,dining,37,Chicago,27,0
80.01,17,dining,67,Phoenix,21,0
38.43,11,utilities,53,Philadelphia,33,0
16.99,16,gas,86,Houston,15,0
23.26,13,utilities,54,San Antonio,20,0
67.12,15,utilities,29,San Antonio,26,0
8.87,13,groceries,57,Los Angeles,26,0
29.04,8,dining,71,Los Angeles,24,0
13.55,3,dining,19,Los Angeles,14,1
20.67,22,dining,67,Los Angeles,19,0
72.13,10,travel,58,Dallas,16,0
24.32,5,utilities,62,Phoenix,20,0
21.04,14,entertainment,26,San Diego,19,0
5.16,4,electronics,79,Phoenix,20,0
42.36,10,gas,64,Phoenix,23,0
38.3,17,entertainment,22,New York,21,0
174.73,12,gas,18,Philadelphia,28,0
14.76,10,groceries,61,Houston,16,0
25.01,13,groceries,39,Chicago,20,0
25.77,17,gas,55,Philadelphia,25,0
97.27,18,dining,36,Los Angeles,17,0
18.26,23,entertainment,48,San Diego,20,0
26.55,14,dining,84,New York,26,0
36.89,8,travel,59,Dallas,19,1
24.21,7,groceries,43,San Diego,23,0
12.85,19,groceries,30,New York,13,0
24.39,0,entertainment,75,San Jose,19,0
58.77,3,groceries,35,Dallas,22,0
7.2,13,travel,84,Los Angeles,16,0
22.94,1,travel,20,Chicago,17,1
9.97,15,travel,72,Los Angeles,19,0
66.36,2,electronics,75,San Diego,29,0
4.38,7,travel,80,Los Angeles,12,1
11.49,5,travel,69,San Jose,17,0
29.29,15,electronics,41,Los Angeles,16,0
96.11,23,dining,89,New York,20,0
18.81,15,utilities,26,San Antonio,21,0
11.53,6,groceries,54,Los Angeles,19,0
131.78,12,travel,70,San Jose,18,1
4.72,12,groceries,41,Phoenix,17,0
2.23,4,entertainment,38,Phoenix,18,1
31.19,19,groceries,57,Chicago,20,0
12.16,21,gas,79,Chicago,22,0
7.23,17,dining,87,Chicago,19,0
40.79,14,electronics,86,Philadelphia,25,0
25.63,17,groceries,31,Houston,23,0
11.43,1,groceries,59,Chicago,19,0
5.58,9,groceries,67,Los Angeles,15,0
48.06,22,utilities,78,Chicago,16,0
38.48,12,utilities,21,Houston,16,0
18.19,17,entertainment,89,Philadelphia,24,0
127.31,14,electronics,34,Houston,21,0
6.89,11,groceries,74,San Diego,25,0
4.37,14,groceries,65,Chicago,23,0
10.06,12,groceries,61,Chicago,20,0
19.19,17,groceries,62,Chicago,20,0
25.62,14,utilities,50,San Diego,21,0
15.78,22,dining,48,Houston,17,0
28.56,10,dining,64,New York,14,0
5.75,18,entertainment,23,Los Angeles,23,0
85.09,2,gas,89,San Jose,22,1
18.5,6,travel,88,Los Angeles,14,0
61.39,20,electronics,51,Chicago,15,0
28.3,13,dining,70,Philadelphia,18,0
31.71,13,gas,31,San Diego,24,0
35.51,21,groceries,33,New York,23,0
31.43,12,dining,60,Dallas,25,0
38.2,11,entertainment,90,New York,21,0
75.88,23,travel,29,San Jose,19,0
24.45,8,dining,87,Los Angeles,19,0
40.81,0,entertainment,36,Chicago,22,0
18.36,18,utilities,58,San Antonio,13,0
84.78,10,travel,70,Dallas,12,0
10.21,22,entertainment,46,Chicago,20,0
121.62,21,gas,87,San Diego,14,0
19.29,22,dining,76,Dallas,12,0
4.8,23,utilities,81,San Jose,23,0
22.83,21,gas,41,San Antonio,19,0
10.16,18,entertainment,33,Houston,7,0
46.56,17,entertainment,69,Houston,16,0
10.46,11,gas,23,Houston,23,0
12.86,22,dining,54,Philadelphia,18,0
3.04,0,travel,21,Houston,24,1
12.78,18,utilities,55,Phoenix,23,0
1.78,19,groceries,58,Dallas,28,0
4.12,16,electronics,31,San Antonio,20,0
42.97,4,travel,88,San Diego,29,1
44.07,2,utilities,68,Phoenix,14,0
30.74,1,gas,82,Phoenix,14,0
7.64,2,entertainment,69,San Antonio,21,0
19.15,7,gas,47,San Diego,18,0
20.01,15,utilities,74,Dallas,20,0
6.31,5,gas,47,Los Angeles,14,0
90.32,12,gas,59,Chicago,10,0
48.3,22,electronics,28,Los Angeles,19,0
16.1,21,dining,44,San Jose,21,0
20.63,21,electronics,41,San Antonio,24,1
24.74,15,groceries,56,Los Angeles,21,0
2.61,15,groceries,89,Los Angeles,26,0
15.69,2,electronics,35,Los Angeles,21,0
10.16,12,travel,62,Houston,20,0
7.38,13,travel,29,New York,26,0
15.16,7,gas,66,Los Angeles,18,0
121.23,11,gas,48,Chicago,19,0
38.12,22,entertainment,39,San Antonio,19,0
11.35,22,groceries,61,San Jose,16,0
35.61,21,entertainment,81,New York,21,0
81.4,20,groceries,42,Philadelphia,23,0
50.63,7,electronics,68,Chicago,17,0
21.32,20,travel,24,Chicago,24,0
10.52,8,gas,23,Houston,24,0
40.38,0,travel,41,Houston,22,0
29.77,5,electronics,36,San Antonio,29,0
49.17,22,entertainment,26,Chicago,16,0
37.91,18,entertainment,53,San Diego,24,0
57.37,22,utilities,57,San Diego,15,0
11.76,10,gas,41,San Antonio,22,0
74.99,10,gas,65,Los Angeles,20,0
24.47,22,gas,80,Phoenix,21,0
160.01,12,groceries,86,Philadelphia,15,0
10.08,10,entertainment,70,San Jose,17,0
113.97,17,electronics,71,Houston,20,0
24.48,22,entertainment,59,San Jose,11,0
10.47,14,travel,62,Phoenix,20,0
12.38,0,groceries,31,Dallas,15,0
14.58,20,gas,46,San Antonio,17,0
30.7,6,dining,23,Los Angeles,17,0
33.88,22,utilities,24,New York,20,0
11.32,12,groceries,54,Los Angeles,21,0
19.6,11,travel,70,Chicago,18,0
171.1,17,gas,35,Los Angeles,26,0
113.02,23,travel,55,Chicago,20,0
31.07,18,travel,76,San Jose,15,1
20.86,14,gas,18,Dallas,23,0
22.65,7,travel,85,Houston,14,0
37.1,18,electronics,61,Dallas,18,0
7.22,9,utilities,64,Chicago,20,0
15.53,6,dining,52,New York,14,0
3.79,17,travel,77,Phoenix,16,0
29.94,15,travel,69,San Jose,13,0
38.37,19,entertainment,25,San Jose,13,0
12.39,5,utilities,58,Los Angeles,28,0
96.93,8,groceries,20,Houston,21,1
5.9,20,utilities,86,Los Angeles,28,0
4.64,12,utilities,31,Los Angeles,12,0
25.14,20,gas,43,Chicago,22,0
57.23,7,gas,87,Phoenix,18,0
108.19,15,gas,75,Houston,16,0
12.69,12,dining,57,Los Angeles,24,0
59.07,12,utilities,68,San Jose,21,0
19.33,16,dining,22,Los Angeles,16,0
16.9,22,travel,49,Philadelphia,19,1
48.6,19,gas,18,San Antonio,21,0
38.56,4,travel,71,San Jose,17,0
4.15,21,gas,28,Philadelphia,22,0
87.93,20,electronics,70,San Antonio,19,0
79.85,16,dining,25,New York,15,0
10.74,8,dining,42,Philadelphia,12,0
29.84,1,groceries,57,Chicago,21,1
32.92,17,entertainment,49,New York,27,0
26.07,8,utilities,45,San Diego,16,0
11.58,5,groceries,20,Houston,11,1
10.26,10,dining,79,San Jose,21,0
19.58,5,groceries,44,San Diego,20,0
64.89,5,electronics,62,San Jose,15,0
34.59,12,entertainment,42,Houston,22,0
13.87,10,dining,78,Houston,26,0
43.45,13,dining,61,San Jose,27,0
1.16,1,utilities,63,Houston,24,0
63.36,7,gas,31,Philadelphia,17,0
3.53,2,entertainment,25,Dallas,23,0
13.98,22,electronics,65,Phoenix,23,0
6.56,20,travel,31,San Jose,29,0
5.5,2,groceries,82,San Diego,30,0
64.12,0,utilities,24,San Diego,20,0
12.58,23,dining,66,Houston,16,0
28.4,18,travel,72,San Jose,17,0
19.16,17,electronics,30,Dallas,19,0
32.36,16,entertainment,90,Dallas,19,0
21.69,19,groceries,73,Phoenix,17,0
5.57,23,utilities,73,Philadelphia,10,0
54.39,12,dining,32,Phoenix,21,0
12.26,2,dining,74,Chicago,15,1
4.24,0,travel,75,San Diego,23,0
13.09,3,travel,52,Dallas,30,0
90.09,12,groceries,33,Houston,18,0
47.0,16,entertainment,25,Dallas,20,0
14.17,10,electronics,62,Dallas,14,0
14.16,1,gas,57,San Antonio,24,1
14.56,15,entertainment,71,San Diego,19,0
160.25,1,entertainment,31,Chicago,16,0
29.43,18,entertainment,76,Phoenix,37,0
30.88,22,gas,70,Chicago,17,0
56.28,18,groceries,44,San Antonio,16,0
25.5,15,gas,64,Philadelphia,16,0
15.5,21,groceries,23,Chicago,22,0
16.5,18,gas,72,Dallas,19,0
18.7,8,electronics,61,New York,20,0
19.35,0,entertainment,35,San Jose,24,0
41.58,9,groceries,33,Chicago,14,0
21.16,18,gas,29,San Jose,27,0
41.79,0,electronics,37,San Antonio,26,1
18.53,1,gas,62,Chicago,20,0
21.73,15,dining,81,Chicago,26,0
2.72,11,electronics,76,Los Angeles,16,0
50.22,7,entertainment,39,Dallas,14,0
28.4,22,utilities,64,Houston,15,0
54.49,17,entertainment,46,San Jose,28,0
1.11,1,utilities,62,Philadelphia,13,1
162.13,12,electronics,26,Los Angeles,18,0
17.47,5,dining,41,Dallas,19,0
60.84,20,dining,32,San Antonio,15,0
7.1,5,groceries,53,San Jose,24,0
37.07,8,dining,30,Phoenix,24,0
7.0,15,travel,61,San Antonio,15,0
10.76,10,electronics,88,Houston,24,0
136.19,6,groceries,89,San Jose,24,0
16.6,9,dining,53,San Antonio,22,0
24.96,9,electronics,78,Los Angeles,21,0
47.95,19,entertainment,57,San Antonio,22,0
32.97,17,dining,44,Houston,15,0
23.35,23,gas,18,Houston,16,0
28.93,19,utilities,51,New York,18,0
222.16,8,electronics,85,Chicago,18,1
18.96,14,groceries,38,Phoenix,19,0
24.56,3,entertainment,50,Phoenix,28,0
57.44,7,travel,24,Los Angeles,20,0
60.67,8,entertainment,82,Houston,18,0
65.83,12,dining,20,New York,23,0
38.04,8,utilities,68,Dallas,18,0
6.4,3,entertainment,71,New York,27,0
102.87,16,travel,76,Philadelphia,22,0
6.38,15,gas,23,San Antonio,16,0
27.18,14,groceries,46,Chicago,22,0
9.45,2,electronics,34,New York,21,1
18.84,19,utilities,77,San Antonio,25,0
27.9,4,travel,39,Chicago,15,0
27.7,22,dining,41,San Jose,15,0
30.63,4,dining,68,Philadelphia,24,0
100.86,19,dining,67,Philadelphia,24,0
31.61,14,utilities,28,Houston,16,0
15.73,17,entertainment,73,Philadelphia,22,0
52.67,14,utilities,88,San Jose,21,0
65.99,1,dining,59,Houston,20,0
5.88,12,gas,56,San Diego,20,0
36.5,3,travel,86,Dallas,23,0
40.49,9,electronics,65,Los Angeles,17,1
14.92,12,electronics,74,San Antonio,19,1
79.5,9,utilities,38,Dallas,16,0
17.29,8,dining,37,Dallas,18,0
22.77,7,groceries,32,Phoenix,21,0
16.89,2,gas,86,New York,19,0
20.4,15,utilities,68,Philadelphia,26,0
6.71,13,dining,79,San Diego,14,0
4.76,8,entertainment,54,New York,25,0
98.94,20,electronics,23,Los Angeles,26,0
8.61,10,electronics,88,New York,15,1
7.45,2,gas,43,Phoenix,22,0
2.33,4,electronics,25,Los Angeles,25,0
10.6,9,groceries,90,San Jose,25,0
5.35,12,dining,21,San Jose,26,0
103.75,3,dining,38,Houston,29,0
55.14,23,gas,48,New York,16,0
10.09,12,dining,38,San Antonio,19,0
191.03,11,gas,42,San Diego,17,0
53.61,4,dining,32,Phoenix,28,0
14.51,9,groceries,52,Los Angeles,18,0
1.65,23,travel,66,San Diego,20,0
198.53,8,utilities,60,New York,22,0
5.0,19,utilities,58,San Antonio,25,0
3.88,6,dining,54,New York,28,0
55.84,1,entertainment,74,Philadelphia,23,0
230.39,21,electronics,59,Philadelphia,17,0
80.18,23,groceries,64,Phoenix,23,0
35.3,22,entertainment,78,Los Angeles,26,0
36.41,6,entertainment,31,Los Angeles,23,0
47.15,7,dining,85,Dallas,15,0
42.9,6,groceries,70,Phoenix,20,0
26.61,20,utilities,51,Phoenix,17,0
22.29,22,electronics,41,San Antonio,16,0
18.87,13,utilities,37,Philadelphia,29,0
9.45,18,entertainment,86,Los Angeles,21,0
15.17,4,electronics,47,New York,26,1
3.7,22,travel,24,Phoenix,21,0
18.2,17,entertainment,53,Houston,19,0
7.47,19,utilities,55,Chicago,24,0
6.66,11,utilities,69,Los Angeles,23,0
24.04,22,dining,32,San Jose,26,0
80.8,16,utilities,63,Los Angeles,20,0
50.32,12,groceries,40,Houston,19,0
4.18,1,entertainment,29,Los Angeles,20,0
7.47,12,gas,61,Houston,19,0
51.46,6,gas,32,Chicago,21,0
7.52,9,electronics,66,Dallas,15,0
16.04,22,utilities,38,San Antonio,26,0
34.82,5,dining,32,Chicago,22,0
7.63,2,dining,31,San Diego,15,1
22.32,2,utilities,59,Dallas,18,0
5.29,17,groceries,32,San Antonio,25,1
11.01,10,dining,80,Philadelphia,27,0
27.65,21,gas,85,Houston,23,0
4.08,19,electronics,44,Phoenix,21,0
31.2,4,entertainment,70,San Diego,20,1
19.69,18,travel,69,Chicago,23,0
34.9,21,groceries,80,Los Angeles,30,0
25.13,18,dining,90,Chicago,21,0
78.58,14,entertainment,70,San Antonio,21,0
22.77,15,travel,74,San Diego,23,0
13.07,23,utilities,69,New York,25,0
22.7,8,utilities,60,San Antonio,18,0
34.58,3,electronics,24,Dallas,20,0
21.09,14,travel,59,Chicago,21,0
20.92,11,utilities,21,Chicago,18,0
9.95,22,utilities,86,San Diego,19,0
10.35,2,gas,22,Houston,31,0
4.94,22,dining,58,San Diego,18,0
115.54,13,electronics,21,Phoenix,22,0
5.79,16,entertainment,19,Chicago,24,0
10.05,18,utilities,84,Houston,20,0
9.79,5,gas,38,Houston,17,0
49.15,3,groceries,87,San Diego,19,0
14.96,6,groceries,60,Philadelphia,11,0
69.95,18,entertainment,86,San Antonio,19,0
10.24,16,travel,26,Dallas,18,0
26.55,15,electronics,45,Philadelphia,20,0
8.71,14,gas,43,Chicago,24,0
171.6,21,dining,20,Chicago,20,0
6.13,7,gas,90,Chicago,13,0
27.38,18,groceries,66,San Jose,27,0
37.86,7,groceries,34,Los Angeles,17,0
30.38,17,entertainment,80,New York,17,0
16.69,15,travel,72,San Jose,20,0
17.64,19,travel,40,New York,19,0
20.99,18,entertainment,51,Houston,23,0
17.34,9,gas,86,Chicago,22,0
52.66,16,groceries,32,Phoenix,20,0
183.19,12,gas,64,Dallas,13,0
11.5,12,gas,20,San Diego,18,0
5.1,6,electronics,45,Dallas,20,0
18.39,9,groceries,20,Phoenix,24,0
264.99,1,travel,21,San Diego,17,1
8.99,3,dining,48,Houston,20,0
103.45,5,gas,62,Phoenix,15,0
107.52,23,groceries,76,Chicago,26,0
11.55,17,gas,62,Phoenix,26,0
35.48,22,electronics,54,Chicago,15,0
102.35,5,utilities,82,Phoenix,19,0
13.75,22,groceries,26,Phoenix,24,0
16.39,16,entertainment,34,Philadelphia,29,0
11.23,13,utilities,82,Dallas,16,0
7.28,23,gas,20,New York,13,0
10.49,10,entertainment,43,San Jose,16,0
5.91,18,entertainment,70,Philadelphia,13,0
20.78,1,entertainment,48,New York,22,1
9.3,2,groceries,43,Philadelphia,23,1
25.38,10,travel,40,Los Angeles,14,0
4.24,5,gas,47,San Diego,23,0
27.96,13,utilities,27,Chicago,18,0
46.23,18,electronics,89,San Jose,21,0
2.74,15,travel,81,Philadelphia,17,0
29.2,20,gas,39,Philadelphia,24,0
68.56,21,groceries,32,Houston,22,0
5.99,23,entertainment,73,Phoenix,21,0
106.97,6,electronics,37,Los Angeles,17,0
30.54,7,gas,64,San Jose,26,0
9.92,18,utilities,70,San Jose,21,0
19.0,19,gas,70,San Diego,19,0
35.1,15,travel,18,San Jose,24,0
21.67,21,dining,19,San Antonio,19,0
34.42,6,travel,75,San Jose,21,0
8.0,8,gas,36,Philadelphia,26,0
23.79,12,electronics,79,San Antonio,19,0
4.89,0,gas,89,New York,19,0
17.97,7,gas,29,Phoenix,21,0
8.13,23,groceries,43,San Antonio,25,0
9.63,21,utilities,44,New York,19,0
69.14,3,electronics,46,Los Angeles,27,0
59.82,2,gas,32,Dallas,15,0
36.93,2,entertainment,63,Chicago,24,0
6.74,21,utilities,18,Philadelphia,23,0
14.64,12,travel,77,San Antonio,16,0
67.57,7,electronics,74,Dallas,17,0
23.14,6,travel,20,Phoenix,20,0
204.25,0,gas,35,Houston,21,0
29.76,15,travel,69,Los Angeles,22,1
24.34,5,travel,77,Chicago,22,1
14.74,6,groceries,51,Phoenix,27,0
22.96,11,travel,77,Los Angeles,17,0
17.25,22,entertainment,43,Houston,27,0
40.78,8,entertainment,89,New York,25,0
52.28,10,utilities,36,Houston,28,0
9.15,9,gas,39,San Antonio,15,0
5.31,20,dining,50,Chicago,20,0
3.2,0,travel,55,San Jose,17,0
33.38,17,travel,52,San Diego,25,0
6.66,3,electronics,84,Philadelphia,22,0
2.33,4,groceries,27,Philadelphia,17,0
29.62,8,dining,32,New York,19,0
242.98,16,utilities,28,Phoenix,16,0
19.96,2,dining,41,Chicago,19,0
46.46,15,travel,21,San Jose,21,0
21.8,4,electronics,30,New York,18,1
18.19,15,gas,90,San Diego,19,0
50.35,2,groceries,74,San Antonio,24,0
15.03,19,gas,54,San Antonio,28,0
26.24,14,utilities,65,San Jose,20,0
27.71,2,dining,88,San Jose,18,0
10.3,19,utilities,18,San Jose,28,0
54.17,13,travel,77,Houston,20,0
16.86,15,utilities,29,Philadelphia,16,0
9.43,16,gas,38,Dallas,18,0
34.35,23,electronics,28,Chicago,19,0
8.18,19,utilities,61,Dallas,28,0
20.66,22,entertainment,75,Houston,20,0
19.9,17,electronics,61,Phoenix,22,0
59.5,17,dining,51,San Antonio,13,0
32.29,21,groceries,42,Philadelphia,19,0
19.59,13,groceries,21,San Jose,17,0
45.5,17,travel,81,San Diego,27,0
80.66,14,travel,33,San Diego,22,1
35.09,14,entertainment,27,San Diego,14,0
20.29,5,dining,83,Chicago,13,0
5.41,14,gas,52,San Jose,21,0
6.92,17,groceries,23,Philadelphia,14,0
14.8,3,groceries,36,San Antonio,22,0
10.92,22,groceries,76,Dallas,21,0
16.66,7,gas,70,San Jose,18,0
21.26,14,groceries,25,San Jose,27,0
34.11,2,utilities,27,Houston,13,0
18.72,14,dining,84,Phoenix,16,0
32.67,12,electronics,55,San Diego,22,0
21.42,8,electronics,46,New York,16,0
2.79,1,entertainment,32,Philadelphia,18,0
